epoch,accuracy,loss,val_accuracy,val_loss
0,0.7223888635635376,0.8985296487808228,0.8671666383743286,0.4318641722202301
1,0.8578703999519348,0.45900779962539673,0.8830000162124634,0.3794841766357422
2,0.8765185475349426,0.4005964994430542,0.9014999866485596,0.31986483931541443
3,0.8852221965789795,0.3723110854625702,0.9111666679382324,0.2989114820957184
4,0.8953333497047424,0.3388884663581848,0.9173333048820496,0.2661154866218567
5,0.896148145198822,0.3347669243812561,0.9089999794960022,0.29371121525764465
6,0.9002037048339844,0.3286148011684418,0.9259999990463257,0.2469060719013214
7,0.9041296243667603,0.3116465210914612,0.9110000133514404,0.28027063608169556
8,0.9082221984863281,0.29816630482673645,0.9163333177566528,0.26898324489593506
9,0.9112592339515686,0.28613391518592834,0.9196666479110718,0.2576010227203369
