epoch,accuracy,loss,val_accuracy,val_loss
0,0.10344444215297699,2.317840576171875,0.10000000149011612,2.3169634342193604
1,0.10040740668773651,2.314920663833618,0.09516666829586029,2.317521810531616
2,0.10350000113248825,2.314784526824951,0.09916666895151138,2.314948320388794
3,0.10309259593486786,2.3140382766723633,0.09600000083446503,2.3232803344726562
4,0.10225925594568253,2.3147170543670654,0.09783333539962769,2.3089611530303955
5,0.10501851886510849,2.315215587615967,0.09600000083446503,2.3070714473724365
6,0.10227777808904648,2.313892126083374,0.09516666829586029,2.3102447986602783
7,0.10438888520002365,2.3139209747314453,0.10499999672174454,2.3161075115203857
8,0.10225925594568253,2.315089225769043,0.10499999672174454,2.3073973655700684
9,0.10357407480478287,2.3143553733825684,0.10499999672174454,2.3055591583251953
