epoch,accuracy,loss,val_accuracy,val_loss
0,0.8342221975326538,0.5712940096855164,0.9346666932106018,0.24317000806331635
1,0.9340370297431946,0.22585901618003845,0.9516666531562805,0.16503821313381195
2,0.9456111192703247,0.1783493608236313,0.9605000019073486,0.13996946811676025
3,0.9545184969902039,0.15012574195861816,0.9583333134651184,0.13720695674419403
4,0.9552037119865417,0.14678050577640533,0.965833306312561,0.1184748038649559
5,0.9586666822433472,0.13375361263751984,0.9591666460037231,0.12862683832645416
6,0.9597222208976746,0.12939031422138214,0.9631666541099548,0.11400915682315826
7,0.9605000019073486,0.12759384512901306,0.968500018119812,0.10739517211914062
8,0.9627777934074402,0.11792797595262527,0.9616666436195374,0.11921270936727524
9,0.9652407169342041,0.110711470246315,0.968500018119812,0.10025239735841751
