epoch,accuracy,loss,val_accuracy,val_loss
0,0.9412592649459839,0.20778439939022064,0.9704999923706055,0.1043921411037445
1,0.9740926027297974,0.08799830824136734,0.9816666841506958,0.0656294971704483
2,0.9809444546699524,0.06174986809492111,0.981333315372467,0.06604212522506714
3,0.9868147969245911,0.04427643492817879,0.9856666922569275,0.05215173214673996
4,0.9897962808609009,0.0332782045006752,0.9856666922569275,0.0562470443546772
5,0.992555558681488,0.02456754632294178,0.9861666560173035,0.048688024282455444
6,0.9947592616081238,0.01721135899424553,0.987333357334137,0.04349676892161369
7,0.9964259266853333,0.011954180896282196,0.9883333444595337,0.05004594847559929
8,0.9972962737083435,0.009156527929008007,0.9868333339691162,0.05281776562333107
9,0.9978148341178894,0.007069403305649757,0.9865000247955322,0.05653233826160431
