epoch,accuracy,loss,val_accuracy,val_loss
0,0.6824073791503906,0.974388599395752,0.8924999833106995,0.3722315728664398
1,0.8822222352027893,0.3869664967060089,0.9231666922569275,0.2591874599456787
2,0.9102407693862915,0.29033493995666504,0.9353333115577698,0.20683632791042328
3,0.9179259538650513,0.2658168077468872,0.9388333559036255,0.20754927396774292
4,0.9272037148475647,0.23533397912979126,0.9449999928474426,0.1820039451122284
5,0.9312037229537964,0.22221523523330688,0.9421666860580444,0.1945779025554657
6,0.9303333163261414,0.2257348597049713,0.9490000009536743,0.17406949400901794
7,0.9347222447395325,0.2119062840938568,0.9476666450500488,0.17666198313236237
8,0.9319074153900146,0.21625058352947235,0.9483333230018616,0.18392759561538696
9,0.9335926175117493,0.21568286418914795,0.9394999742507935,0.19979475438594818
