epoch,accuracy,loss,val_accuracy,val_loss
0,0.7520185112953186,0.7721720933914185,0.8376666903495789,0.500562310218811
1,0.8369444608688354,0.5114030241966248,0.8731666803359985,0.41182082891464233
2,0.8565185070037842,0.44624069333076477,0.8769999742507935,0.37548163533210754
3,0.8729814887046814,0.40304839611053467,0.8943333625793457,0.3275901973247528
4,0.8648703694343567,0.41995763778686523,0.8889999985694885,0.34693050384521484
5,0.8722407221794128,0.40288230776786804,0.8971666693687439,0.3267725110054016
6,0.8701111078262329,0.40873199701309204,0.8880000114440918,0.3445660471916199
7,0.8772037029266357,0.3898512125015259,0.902999997138977,0.3029411733150482
8,0.8847222328186035,0.3617558479309082,0.906333327293396,0.3007815182209015
9,0.8920184969902039,0.34354254603385925,0.9206666946411133,0.2701210677623749
