epoch,accuracy,loss,val_accuracy,val_loss
0,0.7385370135307312,0.8249074220657349,0.8579999804496765,0.4636729657649994
1,0.8426851630210876,0.4977637827396393,0.890500009059906,0.35580533742904663
2,0.8620555400848389,0.4334056079387665,0.8986666798591614,0.33715152740478516
3,0.874740719795227,0.40061289072036743,0.9013333320617676,0.3097955584526062
4,0.8829814791679382,0.3724116384983063,0.9051666855812073,0.294869065284729
5,0.8906481266021729,0.34561464190483093,0.9196666479110718,0.25303134322166443
6,0.896907389163971,0.3264700472354889,0.9179999828338623,0.2579207122325897
7,0.8972222208976746,0.3315819501876831,0.9204999804496765,0.2683526277542114
8,0.894944429397583,0.333222895860672,0.9246666431427002,0.24190430343151093
9,0.9044259190559387,0.30521389842033386,0.9223333597183228,0.24865278601646423
