epoch,accuracy,loss,val_accuracy,val_loss
0,0.7735740542411804,0.7767512798309326,0.9141666889190674,0.297554612159729
1,0.9127592444419861,0.29089048504829407,0.9336666464805603,0.2165774554014206
2,0.928351879119873,0.22965316474437714,0.9473333358764648,0.18118730187416077
3,0.9364814758300781,0.20271876454353333,0.9551666378974915,0.16274695098400116
4,0.9365370273590088,0.20553632080554962,0.9516666531562805,0.15935547649860382
5,0.9428333044052124,0.1838415414094925,0.9541666507720947,0.15665960311889648
6,0.9431296586990356,0.18621815741062164,0.9545000195503235,0.1610741913318634
7,0.9449999928474426,0.1754302829504013,0.9576666951179504,0.14353825151920319
8,0.9493518471717834,0.16359613835811615,0.956333339214325,0.1474778801202774
9,0.9462962746620178,0.1742284595966339,0.9601666927337646,0.14048533141613007
