epoch,accuracy,loss,val_accuracy,val_loss
0,0.3280370235443115,1.8875198364257812,0.5433333516120911,1.3228284120559692
1,0.6132962703704834,1.1177420616149902,0.7074999809265137,0.8951497673988342
2,0.6810926198959351,0.8754445910453796,0.7923333048820496,0.601195752620697
3,0.7837592363357544,0.6722701191902161,0.8059999942779541,0.6014932990074158
4,0.8322222232818604,0.5398719906806946,0.8743333220481873,0.41491803526878357
5,0.859074056148529,0.46873465180397034,0.8985000252723694,0.34676656126976013
6,0.8706666827201843,0.4368191063404083,0.8924999833106995,0.33312103152275085
7,0.8718888759613037,0.42852431535720825,0.9148333072662354,0.29173728823661804
8,0.8739814758300781,0.4077855050563812,0.9138333201408386,0.30435678362846375
9,0.8959444165229797,0.35743609070777893,0.9176666736602783,0.286761999130249
