epoch,accuracy,loss,val_accuracy,val_loss
0,0.8344814777374268,0.5852378606796265,0.9323333501815796,0.24818934500217438
1,0.9356481432914734,0.2239028811454773,0.9591666460037231,0.14535164833068848
2,0.95075923204422,0.16644513607025146,0.9649999737739563,0.12396418303251266
3,0.9579259157180786,0.1385054886341095,0.9673333168029785,0.11262047290802002
4,0.9621852040290833,0.12293969839811325,0.9706666469573975,0.10310055315494537
5,0.9650370478630066,0.11528903245925903,0.9696666598320007,0.10706449300050735
6,0.9677777886390686,0.10637172311544418,0.9728333353996277,0.09768124669790268
7,0.9677592515945435,0.10410426557064056,0.9706666469573975,0.10148520767688751
8,0.9679074287414551,0.10560386627912521,0.972000002861023,0.09357881546020508
9,0.9718703627586365,0.09028810262680054,0.9754999876022339,0.0791311264038086
